V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
Zm00001d009587,GRMZM2G034052,mpk16,MAP kinase16,,"Bin Khalid et al., 2019",Chr8,"71,702,017","71,706,338",
Zm00001d053997,GRMZM2G374088,mpk17,MAP kinase17,,,Chr4,"244,821,758","244,829,813",
Zm00001d043954,GRMZM2G122335,mpk18,MAP kinase18,,"Bin Khalid et al., 2019",Chr3,"214,757,882","214,765,155",
Zm00001d011525,GRMZM2G007848,mpk19,MAP kinase19,,"Bin Khalid et al., 2019",Chr8,"153,516,587","153,522,891",
Zm00001d045310,GRMZM2G020216,mpk2,MAP kinase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from AB016802,Chr9,"18,782,254","18,788,548",
Zm00001d028711,GRMZM2G017792,mpk3,MAP kinase3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,B73_v2 alignment to EU130900,Chr1,"43,908,553","43,911,257",
Zm00001d024568,GRMZM2G123886,mpk4,MAP kinase4,,"Bin Khalid et al., 2019",Chr10,"78,544,726","78,549,479",
Zm00001d014658,GRMZM2G048455,mpk5,MAP kinase5,,"Bin Khalid et al., 2019",Chr5,"57,812,695","57,818,142",
Zm00001d024807,GRMZM2G089484,mpk6,MAP kinase6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from BT060960,Chr10,"88,836,429","88,842,405",
Zm00001d036215,GRMZM2G002100,mpk7,MAP kinase7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from BT040404,Chr6,"77,510,982","77,515,737",
Zm00001d011426,GRMZM2G131334,mpk8,MAP kinase8,,"Bin Khalid et al., 2019",Chr8,"150,205,443","150,211,752",
Zm00001d014726,GRMZM2G135904,mpk9,MAP kinase9,,"Bin Khalid et al, 2019",Chr5,"60,843,523","60,848,884",
Zm00001d017729,GRMZM2G108829,mpkl1,MAP kinase-like1,,"Zhu et al., 2019",Chr5,"205,460,032","205,467,029",
Zm00001d000169,GRMZM2G178822,mpkl2,MAP kinase-like2,Unplaced Scaffold,"Zhu et al., 2019",B73V4_ctg50,"207,558","215,785",
Zm00001d035964,GRMZM5G864414,mpkl3,MAP kinase-like3,,,Chr6,"62,961,816","62,967,802",
Zm00001d034834,GRMZM2G045241,mpkl4,MAP kinase-like4,,"Zhu et al., 2019",Chr1,"303,356,686","303,362,830",
Zm00001d018183,GRMZM2G152827,mpt1,mitochondrial phosphate transporter1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr5,"215,965,775","215,970,551",
Zm00001d002154,GRMZM2G106056,mre11a,meiotic recombination protein 11 homolog A,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from: ABQ59303 (Sidhu et al., 2017)",Chr2,"6,869,196","6,875,212",
Zm00001d049471,GRMZM2G309109,mre11b,meiotic recombination protein 11 homolog B,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Cell Genomics Project (Oct 2013),Chr4,"31,448,746","31,454,292",
Zm00001d010889,GRMZM2G111306,mrp1,Myb related protein1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr8,"132,313,361","132,314,587",
Zm00001d046226,GRMZM2G113203,mrpa1,multidrug resistance protein associated1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Entrez Gene 100037760,Chr9,"73,244,262","73,250,675",
Zm00001d031447,AC234203.1_FG004,mrpa10,multidrug resistance protein associated10,,,Chr1,"190,284,563","190,291,949",
Zm00001d020666,GRMZM5G832772,mrpa2,multidrug resistance associated protein2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"127,315,049","127,322,067",
Zm00001d045269,GRMZM2G111903,mrpa3,multidrug resistance-associated protein3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr9,"17,510,977","17,523,858",
Zm00001d027625,GRMZM5G820122,mrpa4,multidrug resistance-associated protein 4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: CS229842,Chr1,"9,346,098","9,353,496",
Zm00001d002275,GRMZM2G084181,mrpa5,multidrug resistance-associated protein5,,,Chr2,"9,302,717","9,316,367",
Zm00001d009243,GRMZM2G142870,mrpa6,multidrug resistance associated protein6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: EU950350,Chr8,"46,518,330","46,532,634",
Zm00001d039653,GRMZM5G830695,mrpa7,multidrug resistance associated protein7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"10,752,207","10,756,034",
Zm00001d008733,,mrpa8,multidrug resistance associated protein8,,,Chr8,"18,170,312","18,176,375",
Zm00001d004361,GRMZM2G365957,mrpa9,multidrug resistance associated protein9,,,Chr2,"106,288,124","106,297,306",
Zm00001d012605,GRMZM2G139160,mrpi1,MRP interacting1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: FM252125,Chr8,"177,084,651","177,090,378",
Zm00001d043243,GRMZM2G105224,mrpi2,MRP interacting2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"192,962,985","192,965,166",
Zm00001d024712,GRMZM5G830329,ms10,male sterile10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Somaratne et al.,2016",Chr10,"84,554,486","84,559,654",
Zm00001d029683,GRMZM2G434500,ms20,male sterile20,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Chen et al., 2017",Chr1,"82,567,028","82,569,436",
Zm00001d018802,GRMZM2G442791,ms22,male sterile22,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from homology to GN051196,Chr7,"5,664,064","5,664,543",
Zm00001d008174,GRMZM2G021276,ms23,male sterile23,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Nan et al., 2016; Jaqueth et al. 2019; assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"256,295","258,840",
Zm00001d027837,GRMZM2G091822,ms26,male sterile26,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr1,"14,702,216","14,704,540",
Zm00001d052403,GRMZM2G174782,ms30,male sterile30,,,Chr4,"189,183,505","189,185,481",
Zm00001d006564,GRMZM2G163233,ms32,male sterile32,Gene model association inferred from similarity to bHLH per Moon et al 2013,"Moon et al., 2013 (ms32); bhlh66 locus assigned by the Grassius project, (Yilmaz et al 2009); chimeric model, see also vpp10",Chr2,"211,024,993","211,027,729",
Zm00001d007714,GRMZM2G070304,ms33,male sterile33,,,Chr2,"238,013,082","238,015,359",
Zm00001d043909,GRMZM5G804976,ms39,male sterile39,candidate,candidate,Chr3,"213,579,332","213,586,250",
Zm00001d052736,AC225127.3_FG003,ms44,male sterile44,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Fox et al., 2017",Chr4,"199,343,999","199,344,667",
Zm00001d047859,GRMZM2G307906,ms45,male sterile45,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr9,"143,633,531","143,636,108",
Zm00001d048337,GRMZM2G120987,ms6021,male sterile6021,,"Tian et al., 2017",Chr9,"154,667,073","154,670,341",
Zm00001d020680,GRMZM5G890224,ms7,male sterile7,v4,"Zhang et al., 2017",Chr7,"127,860,533","127,863,145",
Zm00001d012234,GRMZM2G119265,ms8,male sterile8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Wang et al., 2013",Chr8,"170,600,288","170,602,763",
Zm00001d028777,GRMZM2G308034,ms9,male sterile9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from: sequence in Albertsen et al., 2016",Chr1,"46,189,691","46,192,097",
Zm00001d048655,GRMZM2G057450,msf1,mRNA splicing factor1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"2,668,192","2,674,113",
Zm00001d049950,GRMZM2G036217,msh1,male sterile protein homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"55,129,672","55,133,478",
Zm00001d006382,GRMZM2G173186,msh4,mutatorS homolog4,,,Chr2,"206,162,736","206,214,491",
Zm00001d033248,GRMZM2G023372,msi1,musashi homolog1,"Ni et al., 2019",,Chr1,"256,100,935","256,110,250",
Zm00001d033252,,msi2,musashi homolog2,"Ni et al., 2019",,Chr1,"256,136,270","256,142,816",
Zm00001d042362,GRMZM2G447447,msp1,multiple sporocyte1,,,Chr3,"163,209,486","163,216,912",
Zm00001d015853,GRMZM2G306771,msp2,multiple sporocyte2,,,Chr5,"126,421,597","126,426,765",
Zm00001d012048,GRMZM2G107484,msp3,multiple sporocyte3,,,Chr8,"167,205,232","167,221,108",
Zm00001d010336,GRMZM2G089308,msrb2,methionine sulfoxide reductase b2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Olukolu, BA et al. 2016",Chr8,"110,250,082","110,255,517",
Zm00001d018309,GRMZM2G110185,mss1,MSS1 homolog,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT042297,Chr5,"218,238,432","218,242,413",
Zm00001d018627,GRMZM2G135739,mstr1,monosaccharide transporter1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY683004,Chr7,"1,335,710","1,339,124",
Zm00001d049467,GRMZM2G141034,mstr2,monosaccharide transporter2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY683005,Chr4,"31,378,981","31,380,525",
Zm00001d000183,GRMZM2G034061,mstr4,monosaccharide transporter4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,B73V4_ctg181,"307,491","312,293",
Zm00001d034059,GRMZM2G090422,mta1,mouse transplantation antigen homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr1,"282,747,831","282,749,777",
Zm00001d013252,GRMZM2G072315,mta2,mouse transplantation antigen homolog2,,T23311 chr 5 hit,Chr5,"7,138,252","7,143,092",
Zm00001d029242,GRMZM2G168665,mterf1,mTERF-domain protein1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"63,479,560","63,480,471",
Zm00001d041537,GRMZM2G177019,mterf10,mTERF domain protein10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"126,166,316","126,167,305",
Zm00001d042436,GRMZM2G023257,mterf11,mTERF domain protein11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"167,171,083","167,172,249",
Zm00001d049743,GRMZM2G113181,mterf12,mTERF protein domain12,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"42,447,381","42,459,199",
Zm00001d050886,GRMZM2G312806,mterf13,mTERF-domain protein13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"128,466,573","128,467,412",
Zm00001d052081,GRMZM2G000610,mterf14,mTERF protein domain21,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"178,936,233","178,939,151",
Zm00001d015585,GRMZM2G119921,mterf15,mTERF domain protein27c,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"99,710,472","99,711,659",
,GRMZM2G395850,mterf16,mTERF domain protein16,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"160,553,137","160,554,858",
Zm00001d017130,GRMZM2G024550,mterf17,mTERF domain protein17,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"186,476,548","186,479,329",
Zm00001d018065,GRMZM2G017355,mterf18,mTERF domain protein7b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"213,694,436","213,695,611",
Zm00001d018066,GRMZM2G017429,mterf19,mTERF-domain protein19,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"213,696,372","213,697,544",
Zm00001d031533,GRMZM2G061542,mterf2,mTERF protein domain2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"193,316,763","193,318,712",
,GRMZM2G158854,mterf20,mTERF domain protein28e,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"208,026,456","208,027,062",
Zm00001d018124,GRMZM2G161146,mterf21,mTERF domain protein21,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"214,730,366","214,731,481",
Zm00001d038158,GRMZM2G012999,mterf22,mTERF-domain protein22,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"149,857,328","149,858,539",
Zm00001d018756,GRMZM2G426154,mterf23,mTERF-domain protein23,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"4,290,052","4,307,739",
,GRMZM2G175930,mterf24,mTERF-domain protein24,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"4,166,250","4,167,474",
Zm00001d021376,GRMZM2G142150,mterf25,mTERF-domain protein16,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"150,246,031","150,250,848",
Zm00001d021513,GRMZM2G062910,mterf26,mTERF-domain protein26,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"154,682,758","154,684,482",
Zm00001d010329,GRMZM2G325350,mterf27,mTERF-domain protein27,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"109,953,875","109,955,137",
,GRMZM2G068462,mterf29,mTERF-domain protein29,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"149,784,489","149,785,027",
Zm00001d033138,GRMZM2G034217,mterf3,mTERF domain protein3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"251,842,429","251,846,045",
Zm00001d047442,GRMZM2G157716,mterf30,mTERF-domain protein30,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr9,"130,336,965","130,337,861",
,GRMZM2G054517,mterf32,mTERF domain protein32,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"293,596,590","293,597,275",
Zm00001d050234,GRMZM2G044832,mterf33,mTERF domain protein33,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from protein sequence NP_001152154.1,Chr4,"75,106,267","75,107,484",
Zm00001d010340,GRMZM2G029933,mterf4,mTERF-domain protein4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"110,435,824","110,437,308",
Zm00001d034669,GRMZM2G159766,mterf5,mTERF-domain protein5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"299,321,980","299,323,654",
Zm00001d034784,GRMZM2G170137,mterf6,mTERF-domain protein6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"302,249,936","302,255,526",
,GRMZM2G087679,mterf7,mTERF-domain protein7,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"200,677,205","200,677,752",
Zm00001d006629,GRMZM2G060114,mterf8,mTERF-domain protein8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"212,952,452","212,953,621",
Zm00001d006700,GRMZM2G130773,mterf9,mTERF-domain protein9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"214,673,600","214,677,670",
Zm00001d013644,GRMZM2G112149,mthr1,methionine synthase homolog1,,,Chr5,"16,104,795","16,110,218",
Zm00001d048611,GRMZM2G164229,mtl1,metallothionein1,,"from: X82186 - low confidence overlaps with AC188003.3_FG012, GRMZM2G164225, AC188003.3_FG011, GRMZM2G415161, and GRMZM2G308369",Chr4,"1,283,712","1,284,484",
Zm00001d029778,GRMZM2G402564,mtl2,metallothionein2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: Z34469,Chr1,"86,529,694","86,530,424",
Zm00001d039859,GRMZM2G099340,mtl3,metallothionein3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"16,955,374","16,956,401",
Zm00001d047128,GRMZM2G009070,murE1,mureinE1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AFW87925,Chr9,"119,414,807","119,418,522",
Zm00001d022028,GRMZM2G056075,mus1,MutS homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"168,269,022","168,278,683",
Zm00001d039596,GRMZM2G110212,mus2,MutS homolog2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AJ238787,Chr3,"8,649,713","8,661,900",
Zm00001d020424,GRMZM2G421541,mus3,mismatch binding protein Mus3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"113,218,224","113,228,485",
Zm00001d020384,GRMZM2G082264,mwp1,milkweed pod1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr7,"110,525,083","110,531,709",
Zm00001d035918,GRMZM2G102790,myb1,MYB-transcription factor1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from AF474115,Chr6,"60,271,741","60,272,826",
Zm00001d011645,GRMZM2G395672,myb10,MYB-transcription factor 10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"157,426,995","157,428,942",
Zm00001d030644,GRMZM2G143046,myb100,MYB-transcription factor 100,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"150,483,395","150,485,385",
Zm00001d024725,GRMZM2G425427,myb101,MYB-transcription factor 101,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"85,285,499","85,286,719",
Zm00001d013931,GRMZM2G392823,myb102,MYB-transcription factor 102,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"25,111,416","25,112,574",
Zm00001d051269,GRMZM2G111045,myb103,MYB-transcription factor 103,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"151,309,707","151,312,076",
Zm00001d002750,GRMZM2G105137,myb104,MYB-transcription factor 104,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"21,406,606","21,408,172",
Zm00001d021761,GRMZM2G031323,myb105,MYB-transcription factor 105,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"162,527,404","162,529,059",
Zm00001d037334,GRMZM2G048910,myb106,MYB-transcription factor 106,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"121,922,624","121,924,231",
